file_name,deployment,split,family,genus,species
G000031_R.avi.79302.png-60186-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.80116.png-60185-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79319.png-60184-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.80129.png-60183-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79332.png-60182-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.80146.png-60181-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79349.png-60179-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.80269.png-60180-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79472.png-60177-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.81398.png-60178-1.png,G000031,train,Mullidae,Parupeneus,Parupeneus barberinoides
G000031_R.avi.80601.png-60175-1.png,G000031,train,Mullidae,Parupeneus,Parupeneus barberinoides
G000031_L.avi.90154.png-60176-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lutescens
G000031_R.avi.89357.png-60173-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lutescens
G000031_L.avi.99267.png-60174-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus nebulosus
G000031_R.avi.98470.png-60171-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus nebulosus
G000031_L.avi.99340.png-60172-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus nebulosus
G000031_R.avi.98543.png-60169-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus nebulosus
G000031_L.avi.106312.png-60170-1.png,G000031,train,Pomacentridae,Stegastes,Stegastes nigricans
G000031_R.avi.105515.png-60167-1.png,G000031,train,Pomacentridae,Stegastes,Stegastes nigricans
G000031_L.avi.106344.png-60168-1.png,G000031,train,Pomacentridae,Stegastes,Stegastes nigricans
G000031_R.avi.105547.png-60165-1.png,G000031,train,Pomacentridae,Stegastes,Stegastes nigricans
G000031_L.avi.106396.png-60166-1.png,G000031,train,Pomacentridae,Stegastes,Stegastes nigricans
G000031_R.avi.105599.png-60163-1.png,G000031,train,Pomacentridae,Stegastes,Stegastes nigricans
G000031_L.avi.5851.png-60164-1.png,G000031,train,Pseudochromidae,Pseudochromis,Pseudochromis fuscus
G000031_R.avi.5054.png-60161-1.png,G000031,train,Pseudochromidae,Pseudochromis,Pseudochromis fuscus
G000031_L.avi.6221.png-60162-1.png,G000031,train,Acanthuridae,Acanthurus,Acanthurus triostegus
G000031_R.avi.5424.png-60159-1.png,G000031,train,Acanthuridae,Acanthurus,Acanthurus triostegus
G000031_L.avi.7650.png-60160-1.png,G000031,train,Labridae,Hologymnosus,Hologymnosus annulatus
G000031_R.avi.6853.png-60157-1.png,G000031,train,Labridae,Hologymnosus,Hologymnosus annulatus
G000031_L.avi.19566.png-60156-1.png,G000031,train,Siganidae,Siganus,Siganus argenteus
G000031_R.avi.18769.png-60153-1.png,G000031,train,Siganidae,Siganus,Siganus argenteus
G000031_L.avi.19876.png-60154-1.png,G000031,train,Acanthuridae,Acanthurus,Acanthurus grammoptilus
G000031_R.avi.19079.png-60151-1.png,G000031,train,Acanthuridae,Acanthurus,Acanthurus grammoptilus
G000031_L.avi.26952.png-60152-1.png,G000031,train,Labridae,Stethojulis,Stethojulis bandanensis
G000031_R.avi.26155.png-60149-1.png,G000031,train,Labridae,Stethojulis,Stethojulis bandanensis
G000031_L.avi.26983.png-60150-1.png,G000031,train,Labridae,Stethojulis,Stethojulis bandanensis
G000031_R.avi.26186.png-60148-1.png,G000031,train,Labridae,Stethojulis,Stethojulis bandanensis
G000031_L.avi.34406.png-60147-1.png,G000031,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000031_R.avi.33609.png-60146-1.png,G000031,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000031_L.avi.44904.png-60145-1.png,G000031,train,Labridae,Coris,Coris aygula
G000031_R.avi.44107.png-60144-1.png,G000031,train,Labridae,Coris,Coris aygula
G000031_L.avi.49911.png-60143-1.png,G000031,train,Labridae,Cheilinus,Cheilinus chlorourus
G000031_R.avi.49114.png-60142-1.png,G000031,train,Labridae,Cheilinus,Cheilinus chlorourus
G000031_L.avi.70777.png-60141-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.69980.png-60140-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.70895.png-60139-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.70098.png-60138-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.70927.png-60137-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.70130.png-60136-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.71467.png-60135-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.70670.png-60134-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.6224.png-60133-1.png,G000031,train,Acanthuridae,Acanthurus,Acanthurus triostegus
G000031_R.avi.5427.png-60132-1.png,G000031,train,Acanthuridae,Acanthurus,Acanthurus triostegus
G000031_L.avi.6224.png-60133-1.png,G000031,train,Acanthuridae,Acanthurus,Acanthurus triostegus
G000031_R.avi.5427.png-60132-1.png,G000031,train,Acanthuridae,Acanthurus,Acanthurus triostegus
G000031_L.avi.27539.png-60131-1.png,G000031,train,Carangidae,Carangoides,Carangoides fulvoguttatus
G000031_R.avi.26742.png-60130-1.png,G000031,train,Carangidae,Carangoides,Carangoides fulvoguttatus
G000031_L.avi.34363.png-60129-1.png,G000031,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000031_R.avi.33566.png-60128-1.png,G000031,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000031_L.avi.34387.png-60127-1.png,G000031,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000031_R.avi.33590.png-60125-1.png,G000031,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000031_L.avi.70912.png-60126-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.70115.png-60123-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.80069.png-60124-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79272.png-60121-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.80076.png-60122-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79279.png-60119-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.90152.png-60120-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lutescens
G000031_R.avi.89355.png-60117-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lutescens
G000031_L.avi.33225.png-60118-1.png,G000031,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000031_R.avi.32428.png-60115-1.png,G000031,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000031_L.avi.70767.png-60116-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.69970.png-60113-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.70963.png-60114-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.70166.png-60111-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.70972.png-60112-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.70175.png-60109-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.80047.png-60110-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79250.png-60107-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.80065.png-60108-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79268.png-60106-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.14193.png-60105-1.png,G000031,train,Scaridae,Scarus,Scarus chameleon
G000031_R.avi.13396.png-60104-1.png,G000031,train,Scaridae,Scarus,Scarus chameleon
G000031_L.avi.71090.png-60103-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.70293.png-60102-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.70948.png-60101-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_R.avi.70151.png-60099-1.png,G000031,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000031_L.avi.80046.png-60100-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79249.png-60098-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.80080.png-60097-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79283.png-60096-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_L.avi.80090.png-60095-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000031_R.avi.79293.png-60094-1.png,G000031,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.15753.png-60091-1.png,G000032,train,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus
G000032_R.avi.16014.png-60090-1.png,G000032,train,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus
G000032_L.avi.16212.png-60089-1.png,G000032,train,Labridae,Labroides,Labroides dimidiatus
G000032_R.avi.16473.png-60088-1.png,G000032,train,Labridae,Labroides,Labroides dimidiatus
G000032_L.avi.20293.png-60023-1.png,G000032,train,Pomacentridae,Dascyllus,Dascyllus aruanus
G000032_R.avi.20554.png-60022-1.png,G000032,train,Pomacentridae,Dascyllus,Dascyllus aruanus
G000032_L.avi.20320.png-60087-1.png,G000032,train,Pomacentridae,Dascyllus,Dascyllus aruanus
G000032_R.avi.20581.png-60086-1.png,G000032,train,Pomacentridae,Dascyllus,Dascyllus aruanus
G000032_L.avi.40356.png-60009-1.png,G000032,train,Chaetodontidae,Chaetodon,Chaetodon plebeius
G000032_R.avi.40617.png-60008-1.png,G000032,train,Chaetodontidae,Chaetodon,Chaetodon plebeius
G000032_L.avi.40662.png-60085-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.40923.png-60084-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.40697.png-60083-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.40958.png-60082-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.40709.png-60081-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.40970.png-60080-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.40732.png-59982-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.40993.png-59979-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.40735.png-60079-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.40996.png-60077-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.40739.png-60078-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.41000.png-60076-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.40753.png-60075-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.41014.png-60074-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.65777.png-60073-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes nigricans
G000032_R.avi.66038.png-60071-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes nigricans
G000032_L.avi.65803.png-60072-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes nigricans
G000032_R.avi.66064.png-60069-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes nigricans
G000032_L.avi.67576.png-60070-1.png,G000032,train,Pomacentridae,Chromis,Chromis viridis
G000032_R.avi.67837.png-60067-1.png,G000032,train,Pomacentridae,Chromis,Chromis viridis
G000032_L.avi.67673.png-60068-1.png,G000032,train,Pomacentridae,Chromis,Chromis viridis
G000032_R.avi.67934.png-60065-1.png,G000032,train,Pomacentridae,Chromis,Chromis viridis
G000032_L.avi.90168.png-60066-1.png,G000032,train,Scaridae,Scarus,Scarus rivulatus
G000032_R.avi.90429.png-60063-1.png,G000032,train,Scaridae,Scarus,Scarus rivulatus
G000032_L.avi.99772.png-60064-1.png,G000032,train,Labridae,Choerodon,Choerodon cyanodus
G000032_R.avi.100033.png-60061-1.png,G000032,train,Labridae,Choerodon,Choerodon cyanodus
G000032_L.avi.102899.png-60062-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_R.avi.103160.png-60059-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_L.avi.102954.png-60060-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_R.avi.103215.png-60058-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_L.avi.102999.png-60057-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_R.avi.103260.png-60056-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_L.avi.103031.png-60055-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_R.avi.103292.png-60053-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_L.avi.103087.png-60054-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_R.avi.103348.png-60051-1.png,G000032,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
G000032_L.avi.103266.png-60052-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103527.png-60049-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.103289.png-60050-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103550.png-60047-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.103343.png-60048-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103604.png-60045-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.103349.png-60046-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103610.png-60043-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.103384.png-60044-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103645.png-60041-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.103407.png-60042-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103668.png-60039-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.103416.png-60040-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103677.png-60037-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.103425.png-60038-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103686.png-60035-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.103458.png-60036-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103719.png-60033-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.103719.png-60034-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103980.png-60032-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_L.avi.108640.png-60031-1.png,G000032,train,Scaridae,Scarus,Scarus ghobban
G000032_R.avi.108901.png-60030-1.png,G000032,train,Scaridae,Scarus,Scarus ghobban
G000032_L.avi.11879.png-60029-1.png,G000032,train,Labridae,Halichoeres,Halichoeres trimaculatus
G000032_R.avi.12140.png-60028-1.png,G000032,train,Labridae,Halichoeres,Halichoeres trimaculatus
G000032_L.avi.12644.png-60027-1.png,G000032,train,Labridae,Cheilinus,Cheilinus chlorourus
G000032_R.avi.12905.png-60026-1.png,G000032,train,Labridae,Cheilinus,Cheilinus chlorourus
G000032_L.avi.13118.png-60025-1.png,G000032,train,Pseudochromidae,Pseudochromis,Pseudochromis fuscus
G000032_R.avi.13379.png-60024-1.png,G000032,train,Pseudochromidae,Pseudochromis,Pseudochromis fuscus
G000032_L.avi.20293.png-60023-1.png,G000032,train,Pomacentridae,Dascyllus,Dascyllus aruanus
G000032_R.avi.20554.png-60022-1.png,G000032,train,Pomacentridae,Dascyllus,Dascyllus aruanus
G000032_L.avi.20381.png-60021-1.png,G000032,train,Pomacentridae,Dascyllus,Dascyllus aruanus
G000032_R.avi.20642.png-60020-1.png,G000032,train,Pomacentridae,Dascyllus,Dascyllus aruanus
G000032_L.avi.24284.png-60019-1.png,G000032,train,Lutjanidae,Lutjanus,Lutjanus carponotatus
G000032_R.avi.24545.png-60018-1.png,G000032,train,Lutjanidae,Lutjanus,Lutjanus carponotatus
G000032_L.avi.35259.png-60017-1.png,G000032,train,Carangidae,Carangoides,Carangoides fulvoguttatus
G000032_R.avi.35520.png-60016-1.png,G000032,train,Carangidae,Carangoides,Carangoides fulvoguttatus
G000032_L.avi.37234.png-60015-1.png,G000032,train,Balistidae,Rhinecanthus,Rhinecanthus aculeatus
G000032_R.avi.37495.png-60014-1.png,G000032,train,Balistidae,Rhinecanthus,Rhinecanthus aculeatus
G000032_L.avi.37386.png-60013-1.png,G000032,train,Balistidae,Rhinecanthus,Rhinecanthus aculeatus
G000032_R.avi.37647.png-60012-1.png,G000032,train,Balistidae,Rhinecanthus,Rhinecanthus aculeatus
G000032_L.avi.40346.png-60011-1.png,G000032,train,Chaetodontidae,Chaetodon,Chaetodon plebeius
G000032_R.avi.40607.png-60010-1.png,G000032,train,Chaetodontidae,Chaetodon,Chaetodon plebeius
G000032_L.avi.40356.png-60009-1.png,G000032,train,Chaetodontidae,Chaetodon,Chaetodon plebeius
G000032_R.avi.40617.png-60008-1.png,G000032,train,Chaetodontidae,Chaetodon,Chaetodon plebeius
G000032_L.avi.40717.png-60007-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.40978.png-60006-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.40878.png-60005-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.41139.png-60003-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.8205.png-60004-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes obreptus
G000032_R.avi.8466.png-60002-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes obreptus
G000032_L.avi.25639.png-60001-1.png,G000032,train,Siganidae,Siganus,Siganus doliatus
G000032_R.avi.25900.png-59999-1.png,G000032,train,Siganidae,Siganus,Siganus doliatus
G000032_L.avi.34820.png-60000-1.png,G000032,train,Labridae,Gomphosus,Gomphosus varius
G000032_R.avi.35081.png-59997-1.png,G000032,train,Labridae,Gomphosus,Gomphosus varius
G000032_L.avi.35221.png-59998-1.png,G000032,train,Chaetodontidae,Chaetodon,Chaetodon auriga
G000032_R.avi.35482.png-59995-1.png,G000032,train,Chaetodontidae,Chaetodon,Chaetodon auriga
G000032_L.avi.40682.png-59996-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.40943.png-59993-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.62568.png-59994-1.png,G000032,train,Pomacentridae,Neoglyphidodon,Neoglyphidodon melas
G000032_R.avi.62829.png-59991-1.png,G000032,train,Pomacentridae,Neoglyphidodon,Neoglyphidodon melas
G000032_L.avi.65613.png-59992-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes nigricans
G000032_R.avi.65874.png-59989-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes nigricans
G000032_L.avi.102469.png-59990-1.png,G000032,train,Pomacanthidae,Centropyge,Centropyge tibicen
G000032_R.avi.102730.png-59987-1.png,G000032,train,Pomacanthidae,Centropyge,Centropyge tibicen
G000032_L.avi.7569.png-59988-1.png,G000032,train,Labridae,Cheilio,Cheilio inermis
G000032_R.avi.7830.png-59985-1.png,G000032,train,Labridae,Cheilio,Cheilio inermis
G000032_L.avi.33544.png-59986-1.png,G000032,train,Scaridae,Chlorurus,Chlorurus sordidus
G000032_R.avi.33805.png-59983-1.png,G000032,train,Scaridae,Chlorurus,Chlorurus sordidus
G000032_L.avi.40725.png-59984-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.40986.png-59981-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.40732.png-59982-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.40993.png-59979-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.40784.png-59980-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.41045.png-59977-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.57606.png-59976-1.png,G000032,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000032_R.avi.57867.png-59973-1.png,G000032,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000032_L.avi.58542.png-59974-1.png,G000032,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000032_R.avi.58803.png-59971-1.png,G000032,train,Serranidae,Epinephelus,Epinephelus rivulatus
G000032_L.avi.65978.png-59972-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes nigricans
G000032_R.avi.66239.png-59969-1.png,G000032,train,Pomacentridae,Stegastes,Stegastes nigricans
G000032_L.avi.67642.png-59970-1.png,G000032,train,Pomacentridae,Chromis,Chromis viridis
G000032_R.avi.67903.png-59967-1.png,G000032,train,Pomacentridae,Chromis,Chromis viridis
G000032_L.avi.108204.png-59968-1.png,G000032,train,Siganidae,Siganus,Siganus argenteus
G000032_R.avi.108465.png-59965-1.png,G000032,train,Siganidae,Siganus,Siganus argenteus
G000032_L.avi.11702.png-59964-1.png,G000032,train,Pomacentridae,Pomacentrus,Pomacentrus vaiuli
G000032_R.avi.11963.png-59961-1.png,G000032,train,Pomacentridae,Pomacentrus,Pomacentrus vaiuli
G000032_L.avi.15781.png-59962-1.png,G000032,train,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus
G000032_R.avi.16042.png-59959-1.png,G000032,train,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus
G000032_L.avi.40769.png-59960-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_R.avi.41030.png-59957-1.png,G000032,train,Labridae,Thalassoma,Thalassoma lunare
G000032_L.avi.108179.png-59958-1.png,G000032,train,Siganidae,Siganus,Siganus argenteus
G000032_R.avi.108440.png-59956-1.png,G000032,train,Siganidae,Siganus,Siganus argenteus
G000032_L.avi.54410.png-59955-1.png,G000032,train,Fistulariidae,Fistularia,Fistularia commersonii
G000032_R.avi.54671.png-59954-1.png,G000032,train,Fistulariidae,Fistularia,Fistularia commersonii
G000032_L.avi.70733.png-59953-1.png,G000032,train,Pomacentridae,Pomacentrus,Pomacentrus moluccensis
G000032_R.avi.70994.png-59952-1.png,G000032,train,Pomacentridae,Pomacentrus,Pomacentrus moluccensis
G000032_L.avi.70784.png-59951-1.png,G000032,train,Pomacentridae,Pomacentrus,Pomacentrus moluccensis
G000032_R.avi.71045.png-59950-1.png,G000032,train,Pomacentridae,Pomacentrus,Pomacentrus moluccensis
G000032_L.avi.70790.png-59949-1.png,G000032,train,Pomacentridae,Pomacentrus,Pomacentrus moluccensis
G000032_R.avi.71051.png-59948-1.png,G000032,train,Pomacentridae,Pomacentrus,Pomacentrus moluccensis
G000032_L.avi.103446.png-59947-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000032_R.avi.103707.png-59946-1.png,G000032,train,Pomacentridae,Abudefduf,Abudefduf sexfasciatus
G000033_L.avi.4382.png-59945-1.png,G000033,train,Acanthuridae,Acanthurus,Acanthurus triostegus
G000033_R.avi.4747.png-59944-1.png,G000033,train,Acanthuridae,Acanthurus,Acanthurus triostegus
G000033_L.avi.5468.png-59943-1.png,G000033,train,Scaridae,Chlorurus,Chlorurus sordidus
G000033_R.avi.5833.png-59941-1.png,G000033,train,Scaridae,Chlorurus,Chlorurus sordidus
G000033_L.avi.5696.png-59938-1.png,G000033,train,Labridae,Anampses,Anampses geographicus
G000033_R.avi.6061.png-59935-1.png,G000033,train,Labridae,Anampses,Anampses geographicus
G000033_L.avi.5832.png-59936-1.png,G000033,train,Labridae,Anampses,Anampses geographicus
G000033_R.avi.6197.png-59934-1.png,G000033,train,Labridae,Anampses,Anampses geographicus
G000033_L.avi.14885.png-59933-1.png,G000033,train,Labridae,Halichoeres,Halichoeres trimaculatus
G000033_R.avi.15250.png-59932-1.png,G000033,train,Labridae,Halichoeres,Halichoeres trimaculatus
G000033_L.avi.41427.png-59929-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_R.avi.41792.png-59928-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_L.avi.41465.png-59927-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_R.avi.41830.png-59926-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_L.avi.41468.png-59925-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_R.avi.41833.png-59924-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_L.avi.41607.png-59923-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_R.avi.41972.png-59921-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_L.avi.41611.png-59922-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_R.avi.41976.png-59919-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_L.avi.42169.png-59920-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_R.avi.42534.png-59917-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_L.avi.42171.png-59918-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_R.avi.42536.png-59915-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_L.avi.42187.png-59916-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_R.avi.42552.png-59914-1.png,G000033,train,Pomacentridae,Chromis,Chromis viridis
G000033_L.avi.48374.png-59913-1.png,G000033,train,Siganidae,Siganus,Siganus argenteus
G000033_R.avi.48739.png-59912-1.png,G000033,train,Siganidae,Siganus,Siganus argenteus
G000033_L.avi.61962.png-59911-1.png,G000033,train,Lutjanidae,Symphorus,Symphorus nematophorus
